name	norad	classification	int_desig	epoch_year	epoch_day	dn_o2	ddn_o6	bstar	set_num	inc	raan	ecc	argp	M	n	rev_num	epoch
CZ-4B DEB	43661	U	18081E	2022	93.04115098	9.80E-07	0	0.00011786	999	99.2879	119.9795	0.001369	154.8996	205.283	13.88760223	17433	59:15.4
CFOSAT	43662	U	18083A	2022	93.18140293	3.85E-05	0	0.00020126	999	97.4292	117.3818	0.0001668	101.5978	344.9303	15.1643307	18975	21:13.2
OBJECT B	43663	U	18083B	2022	93.21931626	8.25E-05	0	0.00038821	999	97.428	119.9404	0.0009067	225.0649	199.2649	15.1975876	18989	15:48.9
OBJECT C	43664	U	18083C	2022	93.21498948	6.46E-05	0	0.00030884	999	97.4203	118.2042	0.0010119	229.5259	194.766	15.19302985	18990	09:35.1
OBJECT D	43665	U	18083D	2022	93.20697569	6.59E-05	0	0.00031326	999	97.4204	118.7222	0.0011641	232.7859	191.617	15.19461328	18992	58:02.7
OBJECT E	43666	U	18083E	2022	93.07362468	0.00011992	0	0.00053236	999	97.4288	122.6622	0.0012313	234.3691	212.3748	15.21642991	19001	46:01.2
OBJECT G	43668	U	18083G	2022	93.19129757	8.63E-05	0	0.0004024	999	97.4171	118.0144	0.0008842	228.8315	195.8899	15.20071802	18991	35:28.1
OBJECT H	43669	U	18083H	2022	93.11104478	0.00010838	0	0.00050273	999	97.423	118.908	0.0008563	229.0276	217.4812	15.20194382	18985	39:54.3
GOSAT 2	43672	U	18084B	2022	90.19374536	3.84E-05	0	0.00046451	999	97.8385	203.0147	0.0001324	91.216	268.9207	14.84261352	18527	38:59.6
H-2A DEB	43673	U	18084C	2022	92.87579976	0.00011439	0	0.0011827	999	97.9352	218.0988	0.0016267	140.797	219.4429	14.90174537	18616	01:09.1
H-2A DEB	43674	U	18084D	2022	92.85032904	0.000167	0	0.0016489	999	97.9505	221.4749	0.0015249	134.382	225.8649	14.91942403	18625	24:28.4
H-2A DEB	43675	U	18084E	2022	92.87181049	5.32E-05	0	0.00055854	999	97.9562	220.7912	0.0018502	138.4422	221.8206	14.89790755	18622	55:24.4
KHALIFASAT	43676	U	18084F	2022	93.16315055	1.78E-05	0	0.00019242	999	97.9336	218.4722	0.0016829	142.2723	217.975	14.89426104	18628	54:56.2
TEN-KOH	43677	U	18084G	2022	92.84552102	3.03E-05	0	0.00031302	999	97.9512	222.2784	0.0016526	156.5653	203.6321	14.9084449	18641	17:33.0
DIWATA 2B	43678	U	18084H	2022	93.13993485	1.72E-05	0	0.00017544	999	97.9562	225.5879	0.0010197	166.2973	193.8531	14.92003832	18662	21:30.4
STARS-AO	43679	U	18084J	2022	92.60898094	4.07E-05	0	0.00039535	999	97.9615	226.7849	0.000917	173.6113	186.5224	14.93132688	18662	36:56.0
AUTCUBE 2	43681	U	18084K	2022	92.86369353	3.50E-05	0	0.00034527	999	97.9579	225.8017	0.0009715	166.8056	193.3418	14.92588267	18657	43:43.1
H-2A R/B	43682	U	18084L	2022	93.13822043	5.62E-05	0	0.00039888	999	98.8718	45.4583	0.0056425	149.1756	211.2799	15.03920791	18799	19:02.2
BEIDOU 3G1	43683	U	18085A	2022	92.82923209	-2.87E-06	0	0	999	0.8425	179.462	0.0002626	322.8753	127.3387	1.0026889	1265	54:05.7
SL-12 DEB	43686	U	10007AL	2022	88.1643722	1.28E-05	0	0.0058815	999	64.7975	49.322	0.568866	2.1338	359.434	4.23389763	8264	56:41.8
COSMOS 2529 (GLONASS)	43687	U	18086A	2022	92.86526424	3.00E-08	0	0	999	64.3812	244.7392	0.0007406	272.6458	116.4298	2.13102079	2655	45:58.8
FREGAT R/B	43688	U	18086B	2022	91.75332726	-7.00E-08	0	0	999	64.3251	246.5781	0.0078441	130.5845	230.0577	2.08702223	2573	04:47.5
METOP-C	43689	U	18087A	2022	93.12527018	1.39E-06	0	8.36E-05	999	98.6923	154.2868	0.0001791	244.865	115.2342	14.21493349	17660	00:23.3
CICERO 10	43690	U	18088A	2022	92.80158092	0.0001639	0	0.00068358	999	85.042	6.5022	0.0016445	70.1019	290.1994	15.23440626	18823	14:16.6
NABEO/ELECTRON	43692	U	18088C	2022	92.79038277	0.00023509	0	0.0009163	999	85.0362	4.901	0.0017051	50.7945	309.481	15.25695944	18828	58:09.1
IRVINE01	43693	U	18088D	2022	92.78539333	0.00050599	0	0.0016033	999	85.0355	1.932	0.0015907	43.1561	317.093	15.32392621	18861	50:58.0
PROXIMA I	43694	U	18088E	2022	92.77499174	0.00015149	0	0.00060068	999	85.0353	3.4016	0.001943	40.533	319.7356	15.25083329	18843	35:59.3
LEMUR 2 ZUPANSKI	43695	U	18088F	2022	92.78018519	0.0002605	0	0.00099619	999	85.0336	4.0684	0.001732	60.93	299.3676	15.26320019	18835	43:28.0
PROXIMA II	43696	U	18088G	2022	92.77432548	0.00015158	0	0.00060127	999	85.0353	3.4174	0.0019436	40.4784	319.7901	15.25070836	18842	35:01.7
LEMUR 2 CHANUSIAK	43697	U	18088H	2022	92.78862528	0.00028811	0	0.0010728	999	85.0404	4.0861	0.0015563	43.6712	316.5761	15.27223124	18846	55:37.2
GSAT 29	43698	U	18089A	2022	92.52532595	7.50E-07	0	0	999	0.0514	105.7032	0.0001681	251.4322	77.8997	1.00271445	1237	36:28.2
ES'HAIL 2	43700	U	18090A	2022	92.85049451	1.35E-06	0	0	999	0.0119	138.6608	0.0002331	262.9982	121.4628	1.00274059	1227	24:42.7
BEIDOU 3M17	43706	U	18093A	2022	93.08764165	-8.00E-08	0	0	999	54.3821	234.5431	0.0007741	276.3902	83.4697	1.86231979	2291	06:12.2
BEIDOU 3M18	43707	U	18093B	2022	92.36739953	-1.70E-07	0	0	999	54.3834	234.5583	0.0006623	313.1738	14.9427	1.86232094	2290	49:03.3
YZ-1 R/B	43708	U	18093C	2022	91.64035797	-1.60E-07	0	0	999	54.4342	238.9607	0.0133163	31.4727	329.2501	1.77353172	2181	22:06.9
TIANZHI 1	43710	U	18094A	2022	93.1331011	4.08E-05	0	0.00016658	999	97.4019	103.5145	0.0011957	261.2026	167.1037	15.24873064	18733	11:39.9
SHIYAN 6 (SY-6)	43711	U	18094B	2022	93.18500929	9.70E-05	0	0.00030933	999	97.4176	100.4851	0.0036722	33.205	327.1486	15.32046422	18708	26:24.8
TIANPING 1A	43712	U	18094C	2022	93.13247544	9.33E-05	0	0.00035841	999	97.3999	104.2308	0.0010937	253.8364	174.5663	15.26602512	18738	10:45.9
JIADING 1	43713	U	18094D	2022	93.11959493	7.99E-05	0	0.00031043	999	97.3996	104.1633	0.0011747	260.2256	185.3719	15.26257796	18737	52:13.0
TIANPING 1B	43714	U	18094E	2022	93.12105374	5.74E-05	0	0.00022979	999	97.4016	103.7282	0.0010525	258.7047	186.7104	15.25396367	18734	54:19.0
CZ-2D DEB	43715	U	18094F	2022	92.8520079	0.00041345	0	0.0010354	999	97.3415	108.4016	0.001354	262.1064	97.8645	15.39868926	18811	26:53.5
CZ-2D DEB	43716	U	18094G	2022	92.86480088	0.00037111	0	0.00097115	999	97.4435	129.8741	0.0026379	240.8198	119.0408	15.38277811	18798	45:18.8
MOHAMMED VI-B	43717	U	18095A	2022	93.06079258	6.49E-06	0	9.91E-05	999	97.9544	166.4457	0.000134	83.5363	276.6015	14.77094582	18142	27:32.5
CZ-2D DEB	43718	U	18094H	2022	92.3495785	0.00053072	0	0.001188	999	97.4284	133.6731	0.001798	306.4043	53.5545	15.43120017	18812	23:23.6
HYSIS	43719	U	18096A	2022	93.18646725	1.01E-05	0	0.00014469	999	97.965	160.0631	0.0003339	86.9704	273.1915	14.78644104	18043	28:30.8
HSAT	43720	U	18096B	2022	92.76952187	0.00072061	0	0.0016868	999	97.3631	177.1115	0.0009751	310.8704	49.1697	15.41817024	18661	28:06.7
FACSAT-1	43721	U	18096C	2022	93.0668387	0.00023412	0	0.00073255	999	97.3555	173.1265	0.0013783	325.5097	107.4273	15.33036515	18641	36:14.9
CENTAURI 2	43722	U	18096D	2022	92.73222114	0.00034193	0	0.00099283	999	97.3591	174.3991	0.0013227	322.9707	37.0623	15.35333207	18644	34:23.9
FLOCK 3R 9	43723	U	18096E	2022	92.23127813	0.00045311	0	0.0011577	999	97.3586	176.2283	0.0011274	316.5701	102.8989	15.39264909	18651	33:02.4
FLOCK 3R 12	43724	U	18096F	2022	93.18314139	0.00024344	0	0.00061472	999	97.3611	177.2626	0.0011717	315.1674	44.8624	15.39750081	18666	23:43.4
FLOCK 3R 11	43725	U	18096G	2022	93.19645977	0.00084486	0	0.0022195	999	97.3611	177.2115	0.0011916	312.6272	47.3967	15.3822136	18666	42:54.1
FLOCK 3R 5	43726	U	18096H	2022	92.79820806	0.00059517	0	0.0014613	999	97.3623	177.4481	0.0011668	313.7254	46.3026	15.40406697	18663	09:25.2
FLOCK 3R 8	43727	U	18096J	2022	93.15617974	0.00059161	0	0.0015092	999	97.3626	177.4523	0.001177	311.9627	48.0615	15.3923936	18666	44:53.9
3CAT-1	43728	U	18096K	2022	93.19842336	0.00035572	0	0.0010255	999	97.36	175.5901	0.0012854	324.2563	35.7819	15.35554465	18655	45:43.8
KEPLER-1 (CASE)	43729	U	18096L	2022	92.73987179	0.00019699	0	0.00057323	999	97.3606	175.7082	0.0013798	328.3701	31.6712	15.35368753	18651	45:24.9
GLOBAL-1	43730	U	18096M	2022	92.74893644	0.00014526	0	0.0004898	999	97.3595	173.1879	0.0016972	335.2138	24.8286	15.30685915	18635	58:28.1
LEMUR 2 ORZULAK	43731	U	18096N	2022	92.80529747	0.00036698	0	0.0009796	999	97.3663	177.181	0.0014793	318.1898	41.8216	15.37916982	18660	19:37.7
LEMUR 2 KOBYSZCZE	43732	U	18096P	2022	93.14957458	0.00040754	0	0.00108	999	97.368	177.8964	0.0014896	315.1026	44.9013	15.38116693	18667	35:23.2
FLOCK 3R 4	43733	U	18096Q	2022	92.81814887	0.00055006	0	0.0014043	999	97.3646	177.2226	0.0014196	317.3992	163.9987	15.39202264	18661	38:08.1
FLOCK 3R 3	43734	U	18096R	2022	93.00630247	0.00054133	0	0.0014186	999	97.3701	177.4613	0.0013059	320.2066	214.8599	15.38418784	18664	09:04.5
FLOCK 3R 16	43735	U	18096S	2022	93.1919941	0.00061531	0	0.001495	999	97.3612	178.3856	0.0014483	315.9609	44.0482	15.40677249	18674	36:28.3
FLOCK 3R 15	43736	U	18096T	2022	93.17740562	0.00045765	0	0.0011856	999	97.3587	176.9724	0.0015373	322.5952	37.4222	15.38780717	18663	15:27.8
CICERO 8	43737	U	18096U	2022	92.81192739	0.00021433	0	0.00060358	999	97.3611	177.3908	0.0016764	321.2525	38.7515	15.36332247	18666	29:10.5
OBJECT V	43738	U	18096V	2022	93.24657329	0.00052515	0	0.0012306	999	97.3693	180.9365	0.0015332	309.5323	112.2339	15.41798385	18689	55:03.9
PSLV R/B	43739	U	18096W	2022	93.19969365	0.00025688	0	0.00050364	999	97.3261	188.2336	0.0040908	316.5354	43.2673	15.46410636	18796	47:33.5
FLOCK 3R 10	43740	U	18096X	2022	93.20238214	0.0005921	0	0.0014764	999	97.3611	177.3813	0.001121	311.1224	48.9054	15.39943032	18670	51:25.8
FLOCK 3R 6	43741	U	18096Y	2022	93.24479941	0.00067656	0	0.0016922	999	97.3613	177.4424	0.0012566	315.1812	109.9668	15.39793892	18668	52:30.7
FLOCK 3R 7	43742	U	18096Z	2022	92.53698957	0.00098796	0	0.0024977	999	97.3609	176.7245	0.0011477	315.8474	159.2532	15.39345577	18656	53:15.9
REAKTOR HELLO WORLD	43743	U	18096AA	2022	92.74486467	0.00019338	0	0.00062877	999	97.3558	173.038	0.0014868	333.5596	26.4885	15.31828869	18636	52:36.3
HIBER-1	43744	U	18096AB	2022	93.15422756	0.00040421	0	0.0011357	999	97.3608	175.7509	0.0013033	324.2182	35.8187	15.36329382	18655	42:05.3
LEMUR 2 DULY	43745	U	18096AC	2022	92.77416098	0.0003983	0	0.001072	999	97.3671	177.3867	0.0015222	317.8002	42.207	15.37637937	18662	34:47.5
LEMUR 2 VLADIMIR	43746	U	18096AD	2022	93.19040357	0.00046152	0	0.0011931	999	97.3663	178.1751	0.001477	314.0326	45.9702	15.38853174	18673	34:10.9
FLOCK 3R 1	43747	U	18096AE	2022	92.74680769	0.0002082	0	0.00053789	999	97.3645	177.2825	0.0014218	319.0119	41.0057	15.39048249	18662	55:24.2
FLOCK 3R 2	43748	U	18096AF	2022	93.16747908	0.00073662	0	0.0016828	999	97.3661	179.2695	0.0013184	310.075	49.9341	15.42500596	18678	01:10.2
FLOCK 3R 14	43749	U	18096AG	2022	93.20076064	0.00086772	0	0.0017843	999	97.3718	181.1817	0.0012765	304.8329	55.1718	15.45572717	18690	49:05.7
FLOCK 3R 13	43750	U	18096AH	2022	92.85226368	0.00069333	0	0.0015184	999	97.358	179.5978	0.0013405	309.0583	50.9472	15.4377617	18679	27:15.6
COSMOS 2530	43751	U	18097A	2022	93.08324287	0	0	-7.29E-05	999	82.5092	95.7431	0.0020362	144.7543	215.4889	12.42868768	15155	59:52.2
COSMOS 2531	43752	U	18097B	2022	93.03181031	-6.00E-08	0	-0.0001126	999	82.5138	96.2706	0.0017121	161.2063	198.9665	12.42873489	15155	45:48.4
COSMOS 2532	43753	U	18097C	2022	93.05907436	-8.00E-08	0	-0.00012825	999	82.5076	95.7392	0.0018726	164.0842	196.0837	12.42890502	15155	25:04.0
BREEZE-KM R/B	43754	U	18097D	2022	92.92908384	5.00E-08	0	-1.64E-05	999	82.5168	41.4026	0.022122	299.4661	58.4532	12.8008125	15586	17:52.8
OBJECT E	43755	U	18097E	2022	92.84449008	5.00E-08	0	-1.81E-05	999	82.5172	40.4389	0.0215276	295.2394	62.6533	12.8083537	15592	16:03.9
MINXSS-2	43758	U	18099A	2022	92.7896987	5.70E-05	0	0.00050084	999	97.6294	162.5371	0.0016157	155.8564	204.3418	14.96819103	18178	57:10.0
SIRION PATHFINDER-2	43759	U	18099B	2022	92.86856528	4.09E-05	0	0.00036897	999	97.6268	161.6052	0.0015135	149.2408	210.9704	14.96022066	18174	50:44.0
ELYUSIUM/LOWER FREE FLYE	43760	U	18099C	2022	92.85845198	9.29E-05	0	0.00079706	999	97.6342	163.0551	0.0014422	153.9685	206.2265	14.97645219	18180	36:10.3
OBJECT D	43761	U	18099D	2022	92.94386487	2.27E-05	0	0.00020877	999	97.6298	161.6708	0.0014835	155.5757	204.6175	14.95637237	18173	39:09.9
STPSAT-5	43762	U	18099E	2022	92.81832491	3.58E-05	0	0.00031716	999	97.6318	163.1646	0.0014937	154.9654	205.2295	14.96740735	18194	38:23.3
UPPER FREE FLYER	43763	U	18099F	2022	92.87479648	3.94E-05	0	0.00035214	999	97.627	162.2543	0.001403	152.2967	207.9005	14.96377434	18179	59:42.4
POLAR SCOUT KODIAK	43764	U	18099G	2022	93.15695304	6.39E-05	0	0.00054773	999	97.6341	164.5625	0.0016522	151.7633	208.4488	14.97785755	18193	46:00.7
HAWK-A	43765	U	18099H	2022	92.87362536	3.70E-05	0	0.00032792	999	97.6256	162.7755	0.0015607	158.9932	201.1935	14.96750531	18183	58:01.2
SPAWAR-CAL-O	43766	U	18099J	2022	92.90852516	4.80E-05	0	0.00043356	999	97.6251	160.6316	0.001186	155.7146	204.4636	14.95856012	18169	48:16.6
CORVUS BC4	43767	U	18099K	2022	92.85927822	3.71E-05	0	0.00033985	999	97.6227	160.2121	0.0012471	154.0376	206.1473	14.95422922	18167	37:21.6
AISTECHSAT-2	43768	U	18099L	2022	92.83290358	3.02E-05	0	0.00027842	999	97.6237	160.1602	0.0011906	156.05	204.1277	14.95395949	18138	59:22.9
FLOCK 3S 1	43769	U	18099M	2022	93.10827253	3.22E-05	0	0.00029262	999	97.6256	160.8377	0.0014722	161.9192	198.2556	14.95850434	18174	35:54.7
AO-95	43770	U	18099N	2022	92.75236925	4.54E-05	0	0.00040877	999	97.6281	161.067	0.0014788	163.3395	196.8315	14.95980363	18169	03:24.7
OBJECT P	43771	U	18099P	2022	92.65027641	5.42E-05	0	0.00048608	999	97.6277	161.1011	0.0014923	165.3708	194.7948	14.9609534	18167	36:23.9
OBJECT Q	43772	U	18099Q	2022	92.84241203	5.36E-05	0	0.00047639	999	97.6372	162.6613	0.0014497	152.353	207.8465	14.96475742	18172	13:04.4
RANGE-A	43773	U	18099R	2022	92.8575561	3.34E-05	0	0.00030495	999	97.6199	160.163	0.0014343	151.4144	208.7866	14.95694083	18169	34:52.8
HIBER-2	43774	U	18099S	2022	93.10559493	5.57E-05	0	0.00049443	999	97.6335	162.5012	0.0013117	153.9752	206.2132	14.96515194	18176	32:03.4
OBJECT T	43775	U	18099T	2022	92.71549974	2.91E-05	0	0.0002661	999	97.6271	161.1922	0.0015181	156.8663	203.3245	14.95703323	18168	10:19.2
SPAWAR-CAL-R	43776	U	18099U	2022	92.43470122	1.37E-05	0	0.00012812	999	97.6263	160.6842	0.0015085	157.2841	202.9051	14.95497775	18162	25:58.2
SPAWAR-CAL-OR	43778	U	18099W	2022	93.15075731	3.89E-05	0	0.00035108	999	97.6169	160.097	0.0014442	157.4574	202.7285	14.96035941	18133	37:05.4
OBJECT X	43779	U	18099X	2022	93.14754366	2.68E-05	0	0.00024573	999	97.6272	161.4803	0.0015287	153.8848	206.3147	14.95595061	18173	32:27.8
MOVE-II	43780	U	18099Y	2022	92.76999307	7.47E-05	0	0.0006528	999	97.6304	162.0396	0.0013657	160.8439	199.3299	14.96976697	18173	28:47.4
VESTA-1	43781	U	18099Z	2022	92.84273312	3.90E-05	0	0.00034962	999	97.6226	160.8396	0.0014186	153.8824	206.3117	14.9627746	18173	13:32.1
SNUSAT-2	43782	U	18099AA	2022	92.67493612	5.43E-05	0	0.00048637	999	97.628	161.4305	0.0013595	149.0662	211.1363	14.96175162	18170	11:54.5
KAZSTSAT	43783	U	18099AB	2022	92.74881405	1.28E-05	0	0.00012588	999	97.6373	160.2379	0.0008707	153.1202	207.0471	14.93860238	18150	58:17.5
SNUGLITE	43784	U	18099AC	2022	92.85603147	4.71E-05	0	0.00042041	999	97.6231	161.263	0.001567	157.918	202.2719	14.96346488	18175	32:41.1
ORBWEAVER 2	43785	U	18099AD	2022	93.14215224	0.00011144	0	0.0009478	999	97.6315	162.6537	0.0014713	142.6332	217.5916	14.97914355	18140	24:42.0
OBJECT AE	43786	U	18099AE	2022	93.15581907	3.72E-05	0	0.00033446	999	97.6304	162.3348	0.0015644	155.4429	204.7541	14.96193005	18179	44:22.8
KAZSCISAT-1	43787	U	18099AF	2022	93.15756855	6.42E-05	0	0.00056005	999	97.6222	161.4868	0.0014617	151.4283	208.7743	14.97084848	18183	46:53.9
FLOCK 3S 3	43788	U	18099AG	2022	92.90551694	5.05E-05	0	0.00044542	999	97.6323	162.3665	0.0014972	156.814	203.376	14.96726886	18176	43:56.7
OBJECT AH	43789	U	18099AH	2022	92.83729507	5.57E-05	0	0.00048549	999	97.6314	162.9804	0.0016003	153.6447	206.5592	14.97155717	18150	05:42.3
EAGLET 1	43790	U	18099AJ	2022	92.86093214	3.15E-05	0	0.00028256	999	97.6286	162.5631	0.0013999	160.2199	199.9568	14.96428669	18148	39:44.5
CAPELLA-1	43791	U	18099AK	2022	92.815151	0.00056881	0	0.0037464	999	97.6772	171.6553	0.001148	172.082	188.0591	15.07235933	18212	33:49.0
ESEO	43792	U	18099AL	2022	92.90405625	1.07E-05	0	0.00010024	999	97.6249	161.9248	0.0013679	157.3037	202.8792	14.96013541	18153	41:50.5
CSIM	43793	U	18099AM	2022	92.77746594	7.44E-05	0	0.00063991	999	97.6302	162.8542	0.0013429	154.4245	205.7644	14.97633054	18155	39:33.1
HAWK-B	43794	U	18099AN	2022	92.873986	3.90E-05	0	0.00034551	999	97.6256	162.7758	0.0015688	159.1846	201.0017	14.96753191	18182	58:32.4
ORBWEAVER 1	43795	U	18099AP	2022	92.71757638	0.00011319	0	0.00094549	999	97.6316	163.6584	0.0013694	158.0736	202.1076	14.98619958	18184	13:18.6
THEA	43796	U	18099AQ	2022	92.87798977	6.17E-05	0	0.00053895	999	97.6304	163.0447	0.0016213	139.5809	220.6621	14.97034062	18073	04:18.3
SKYSAT C12	43797	U	18099AR	2022	92.84605787	0.0001725	0	0.00040472	999	97.1345	161.7352	0.0002779	97.0559	263.1005	15.42110964	18585	18:19.4
ASTROCAST-01	43798	U	18099AS	2022	92.75018869	5.35E-05	0	0.00046953	999	97.6311	162.8204	0.0013525	138.4422	221.7831	14.96952373	18178	00:16.3
HAWK-C	43799	U	18099AT	2022	92.87381098	3.95E-05	0	0.00034969	999	97.6254	162.6867	0.001554	158.8902	201.2964	14.96750272	18257	58:17.3
ICEYE-X2	43800	U	18099AU	2022	93.19257188	2.86E-05	0	0.00025855	999	97.6294	162.0389	0.001497	153.1509	207.0537	14.96131794	18178	37:18.2
OBJECT AV	43801	U	18099AV	2022	93.18649352	5.66E-05	0	0.00049064	999	97.627	162.4846	0.0014526	149.8393	210.3704	14.97364758	18183	28:33.0
SKYSAT C13	43802	U	18099AW	2022	92.75490509	0.00013945	0	0.00039376	999	97.1631	159.811	0.0004518	178.4001	181.7259	15.36466048	18533	07:03.8
JY1SAT	43803	U	18099AX	2022	92.72799184	5.50E-05	0	0.00048651	999	97.6255	161.6577	0.0015804	157.018	203.1752	14.96570561	18174	28:18.5
SUOMI100	43804	U	18099AY	2022	92.87534024	5.48E-05	0	0.00048577	999	97.626	161.7373	0.0015837	155.5389	204.6587	14.96510146	18177	00:29.4
OBJECT AZ	43805	U	18099AZ	2022	93.22170668	5.76E-05	0	0.00050518	999	97.6257	162.4853	0.0015401	153.3469	206.8549	14.9693194	18184	19:15.5
OBJECT BA	43806	U	18099BA	2022	92.94830908	3.42E-05	0	0.00030799	999	97.6234	161.5191	0.0015337	153.6418	206.5591	14.96200794	18146	45:33.9
EUCROPIS	43807	U	18099BB	2022	92.79872834	4.65E-05	0	0.000413	999	97.6302	162.3263	0.0013797	152.2016	207.9946	14.96520575	18117	10:10.1
POLAR SCOUT YUKON	43808	U	18099BC	2022	92.869356	5.57E-05	0	0.00049119	999	97.631	162.6081	0.0013005	159.6821	200.4921	14.96749537	18148	51:52.4
CENTAURI-1	43809	U	18099BD	2022	92.8307233	2.81E-05	0	0.00025287	999	97.627	162.0215	0.0015514	157.8304	202.3592	14.96354476	18146	56:14.5
OBJECT BE	43810	U	18099BE	2022	92.94252756	2.92E-05	0	0.00026369	999	97.6142	160.4637	0.0015178	150.4173	209.7917	14.96175483	18133	37:14.4
NEXTSAT-1	43811	U	18099BF	2022	92.93324023	1.62E-05	0	0.00014832	999	97.6274	162.0289	0.0013644	153.1231	207.07	14.96143074	18133	23:52.0
GLOBAL-2	43812	U	18099BG	2022	92.81784819	2.87E-05	0	0.00025987	999	97.625	161.5951	0.0014084	156.4635	203.7233	14.96141511	18134	37:42.1
BRIO	43813	U	18099BH	2022	92.73437694	6.85E-05	0	0.00059216	999	97.6421	164.2866	0.0014731	146.3287	213.8874	14.97417489	18149	37:30.2
FALCONSAT-6	43815	U	18099BK	2022	92.81857987	1.63E-05	0	0.00014262	999	97.6505	162.9721	0.0020732	148.8298	211.4159	14.97898725	18145	38:45.3
SPACEBEE-7	43816	U	18099BL	2022	93.15620744	6.24E-05	0	0.00054561	999	97.6333	163.1314	0.0014205	142.0765	218.1461	14.97017061	18138	44:56.3
SPACEBEE-5	43817	U	18099BM	2022	92.70488476	0.00016624	0	0.0013532	999	97.6461	165.0908	0.0012438	142.4762	217.7332	14.99538251	18141	55:02.0
SPACEBEE-6	43818	U	18099BN	2022	93.15725693	9.30E-05	0	0.00079496	999	97.6375	163.8577	0.0014108	140.7598	219.465	14.97761502	18156	46:27.0
EXCITE	43819	U	18099BP	2022	92.88038845	2.54E-05	0	0.00023085	999	97.6247	161.5613	0.0013977	156.6978	203.488	14.95961826	18134	07:45.6
SEAHAWK-1	43820	U	18099BQ	2022	92.86608743	4.51E-05	0	0.00040125	999	97.6221	161.459	0.0013586	146.5124	213.6959	14.96492683	18117	47:10.0
FLOCK 3S 2	43821	U	18099BR	2022	92.90225516	5.77E-05	0	0.00050735	999	97.6323	162.5554	0.001449	156.7678	203.4201	14.9684888	18148	39:14.8
OBJECT BS	43822	U	18099BS	2022	92.44170876	3.01E-05	0	0.00027325	999	97.6264	161.0688	0.0015762	155.8426	204.3538	14.95959622	17526	36:03.6
GEO-KOMPSAT-2A	43823	U	18100A	2022	92.82696442	-3.53E-06	0	0	999	0.0497	32.4497	0.0001575	19.1772	205.4627	1.00273203	1221	50:49.7
GSAT 11	43824	U	18100B	2022	93.17499758	-8.50E-07	0	0	999	0.0237	230.2125	0.0006214	188.7084	269.5287	1.00271893	1222	11:59.8
ARIANE 5 R/B	43825	U	18100C	2022	92.66014252	0.00017925	0	0.0021852	999	4.0237	28.1508	0.7166644	165.6853	238.1009	2.44475461	2881	50:36.3
ARIANE 5 DEB (SYLDA)	43826	U	18100D	2022	93.17805182	0.05168295	-1.68E-06	0.0031358	999	3.6856	158.0594	0.3853567	265.7425	50.4098	7.95209766	3783	16:23.7
SAUDISAT 5A	43831	U	18102A	2022	93.15807491	4.07E-05	0	0.00026188	999	97.5021	168.0321	0.0015614	80.0025	3.5813	15.08842812	18282	47:37.7
OBJECT B	43832	U	18102B	2022	93.14721898	0.00011452	0	0.0006612	999	97.5127	171.1875	0.0015276	80.3199	337.1709	15.123882	18297	31:59.7
SAUDISAT 5B	43833	U	18102C	2022	93.19856036	3.41E-05	0	0.0002172	999	97.5038	168.9387	0.001691	84.6618	331.199	15.09285091	18287	45:55.6
OBJECT D	43834	U	18102D	2022	93.16262041	5.83E-05	0	0.00036415	999	97.5088	169.6674	0.0015508	85.4999	1.5782	15.09771782	18291	54:10.4
OBJECT E	43835	U	18102E	2022	93.22511076	7.02E-05	0	0.00042609	999	97.5084	170.2971	0.0015906	82.4479	1.9209	15.10724301	18296	24:09.6
OBJECT F	43836	U	18102F	2022	93.18702741	6.72E-05	0	0.00040542	999	97.5123	170.9244	0.0016552	85.0123	358.9338	15.10948217	18295	29:19.2
OBJECT G	43837	U	18102G	2022	93.21157043	7.05E-05	0	0.00042126	999	97.5115	171.3375	0.0016207	86.4536	358.205	15.11298174	18299	04:39.7
OBJECT H	43838	U	18102H	2022	93.20164152	0.00010224	0	0.00060591	999	97.5085	171.0222	0.0017635	86.6985	326.4402	15.11445017	18299	50:21.8
OBJECT J	43839	U	18102J	2022	93.20814407	7.23E-05	0	0.00043038	999	97.5251	173.3069	0.001769	89.1644	355.1956	15.11396547	18302	59:43.6
OBJECT K	43840	U	18102K	2022	93.20277522	0.00010453	0	0.00060199	999	97.5111	171.9294	0.0017334	86.7494	357.5781	15.1247681	18305	51:59.8
OBJECT L	43841	U	18102L	2022	93.25579359	0.00010988	0	0.00063031	999	97.5204	173.4582	0.0017136	89.1994	347.2726	15.12608166	18306	08:20.6
OBJECT M	43842	U	18102M	2022	93.19134708	0.0001189	0	0.00067015	999	97.4713	167.5088	0.0009865	105.8698	307.1999	15.13302674	18311	35:32.4
OBJECT N	43843	U	18102N	2022	93.21041065	0.00011013	0	0.00062211	999	97.5221	174.2455	0.0017442	91.4707	352.8476	15.1315355	18312	02:59.5
OBJECT P	43844	U	18102P	2022	93.20449596	0.0001178	0	0.00065342	999	97.5507	178.5239	0.0009646	169.679	242.8753	15.13883424	18308	54:28.5
AEROCUBE 11-R3	43849	U	18104A	2022	93.09130127	0.00015511	0	0.00059479	999	85.0287	101.6021	0.0016752	165.1212	195.0528	15.26245772	18320	11:28.4
SHIELDS 1	43850	U	18104B	2022	93.08966237	6.09E-05	0	0.00025761	999	85.0239	102.2058	0.0014586	173.0373	187.1075	15.22887807	18303	09:06.8
